failure_id,device_id,timestamp,failure_type,severity,downtime_minutes
9160,D0280,2026-02-14 07:00:00,Communication Failure,Minor,149
9161,D0280,2026-02-16 07:00:00,Communication Failure,Minor,199
9162,D0280,2026-02-21 13:00:00,Firmware Crash,Minor,150
9163,D0280,2026-02-26 22:00:00,Communication Failure,Minor,193
9164,D0280,2026-02-27 15:00:00,Communication Failure,Minor,76
9165,D0280,2026-03-05 03:00:00,Communication Failure,Minor,145
9166,D0280,2026-03-05 05:00:00,Communication Failure,Minor,99
9167,D0280,2026-03-10 01:00:00,Communication Failure,Minor,227
9168,D0280,2026-03-12 06:00:00,Communication Failure,Minor,62
9169,D0280,2026-03-13 01:00:00,Communication Failure,Minor,46
9170,D0280,2026-03-13 09:00:00,Communication Failure,Minor,209
9171,D0280,2026-03-19 20:00:00,Communication Failure,Minor,51
9172,D0280,2026-03-26 07:00:00,Communication Failure,Minor,24
9173,D0280,2026-03-27 22:00:00,Communication Failure,Minor,187
9174,D0280,2026-03-28 05:00:00,Communication Failure,Minor,193
9175,D0281,2026-01-03 15:00:00,Firmware Crash,Minor,208
9176,D0281,2026-01-05 02:00:00,Communication Failure,Minor,183
9177,D0281,2026-01-05 15:00:00,Firmware Crash,Minor,228
9178,D0281,2026-01-07 12:00:00,Firmware Crash,Minor,177
9179,D0281,2026-01-18 15:00:00,Firmware Crash,Minor,64
9180,D0281,2026-01-18 16:00:00,Communication Failure,Minor,102
9181,D0281,2026-01-18 21:00:00,Communication Failure,Minor,77
9182,D0281,2026-01-20 18:00:00,Communication Failure,Minor,172
9183,D0281,2026-01-23 14:00:00,Communication Failure,Minor,190
9184,D0281,2026-01-25 06:00:00,Communication Failure,Minor,22
9185,D0281,2026-01-27 15:00:00,Firmware Crash,Minor,157
9186,D0281,2026-01-27 16:00:00,Firmware Crash,Minor,56
9187,D0281,2026-01-30 17:00:00,Firmware Crash,Minor,63
9188,D0281,2026-01-31 11:00:00,Communication Failure,Minor,130
9189,D0281,2026-01-31 14:00:00,Firmware Crash,Minor,238
9190,D0281,2026-02-03 05:00:00,Communication Failure,Minor,20
9191,D0281,2026-02-04 04:00:00,Communication Failure,Minor,32
9192,D0281,2026-02-07 19:00:00,Communication Failure,Minor,172
9193,D0281,2026-02-08 02:00:00,Communication Failure,Minor,29
9194,D0281,2026-02-10 11:00:00,Communication Failure,Minor,171
9195,D0281,2026-02-10 23:00:00,Communication Failure,Minor,51
9196,D0281,2026-02-12 17:00:00,Firmware Crash,Minor,114
9197,D0281,2026-02-12 20:00:00,Communication Failure,Minor,169
9198,D0281,2026-02-12 23:00:00,Communication Failure,Minor,156
9199,D0281,2026-02-20 04:00:00,Communication Failure,Minor,191
9200,D0281,2026-02-23 14:00:00,Communication Failure,Minor,238
9201,D0281,2026-02-24 17:00:00,Firmware Crash,Minor,36
9202,D0281,2026-02-28 17:00:00,Communication Failure,Minor,186
9203,D0281,2026-03-01 14:00:00,Firmware Crash,Minor,132
9204,D0281,2026-03-02 18:00:00,Communication Failure,Minor,11
9205,D0281,2026-03-03 09:00:00,Communication Failure,Minor,66
9206,D0281,2026-03-12 10:00:00,Communication Failure,Minor,106
9207,D0281,2026-03-13 17:00:00,Firmware Crash,Minor,111
9208,D0281,2026-03-14 04:00:00,Communication Failure,Minor,208
9209,D0281,2026-03-15 06:00:00,Communication Failure,Minor,137
9210,D0281,2026-03-19 13:00:00,Firmware Crash,Minor,227
9211,D0281,2026-03-21 16:00:00,Firmware Crash,Minor,109
9212,D0281,2026-03-27 03:00:00,Communication Failure,Minor,213
9213,D0281,2026-03-31 14:00:00,Firmware Crash,Minor,117
9214,D0281,2026-03-31 15:00:00,Communication Failure,Minor,92
9215,D0282,2026-01-02 13:00:00,Communication Failure,Minor,162
9216,D0282,2026-01-02 20:00:00,Communication Failure,Minor,42
9217,D0282,2026-01-03 15:00:00,Firmware Crash,Minor,54
9218,D0282,2026-01-04 15:00:00,Firmware Crash,Minor,73
9219,D0282,2026-01-08 00:00:00,Communication Failure,Minor,103
9220,D0282,2026-01-10 14:00:00,Firmware Crash,Minor,87
9221,D0282,2026-01-14 13:00:00,Communication Failure,Minor,213
9222,D0282,2026-01-16 16:00:00,Firmware Crash,Minor,141
9223,D0282,2026-01-19 09:00:00,Communication Failure,Minor,186
9224,D0282,2026-01-22 13:00:00,Firmware Crash,Minor,140
9225,D0282,2026-01-22 14:00:00,Communication Failure,Minor,43
9226,D0282,2026-01-27 13:00:00,Firmware Crash,Minor,138
9227,D0282,2026-02-01 20:00:00,Communication Failure,Minor,24
9228,D0282,2026-02-02 22:00:00,Communication Failure,Minor,78
9229,D0282,2026-02-05 10:00:00,Communication Failure,Minor,85
9230,D0282,2026-02-10 00:00:00,Communication Failure,Minor,17
9231,D0282,2026-02-10 15:00:00,Firmware Crash,Minor,131
9232,D0282,2026-02-11 13:00:00,Firmware Crash,Minor,11
9233,D0282,2026-02-15 00:00:00,Communication Failure,Minor,188
9234,D0282,2026-02-17 23:00:00,Communication Failure,Minor,209
9235,D0282,2026-02-18 17:00:00,Communication Failure,Minor,138
9236,D0282,2026-02-20 10:00:00,Communication Failure,Minor,42
9237,D0282,2026-02-20 21:00:00,Communication Failure,Minor,196
9238,D0282,2026-02-22 14:00:00,Firmware Crash,Minor,14
9239,D0282,2026-02-23 12:00:00,Firmware Crash,Minor,74
9240,D0282,2026-02-23 13:00:00,Firmware Crash,Minor,115
9241,D0282,2026-02-25 05:00:00,Communication Failure,Minor,225
9242,D0282,2026-02-26 16:00:00,Communication Failure,Minor,115
9243,D0282,2026-03-01 16:00:00,Firmware Crash,Minor,238
9244,D0282,2026-03-06 12:00:00,Communication Failure,Minor,132
9245,D0282,2026-03-09 22:00:00,Communication Failure,Minor,220
9246,D0282,2026-03-12 11:00:00,Communication Failure,Minor,169
9247,D0282,2026-03-16 20:00:00,Communication Failure,Minor,225
9248,D0282,2026-03-18 14:00:00,Firmware Crash,Minor,179
9249,D0282,2026-03-25 16:00:00,Firmware Crash,Minor,209
9250,D0282,2026-03-28 12:00:00,Communication Failure,Minor,215
9251,D0282,2026-03-29 09:00:00,Communication Failure,Minor,10
9252,D0282,2026-03-29 17:00:00,Communication Failure,Minor,72
9253,D0283,2026-01-04 00:00:00,Communication Failure,Minor,22
9254,D0283,2026-01-07 16:00:00,Firmware Crash,Minor,223
9255,D0283,2026-01-08 01:00:00,Communication Failure,Minor,224
9256,D0283,2026-01-11 03:00:00,Communication Failure,Minor,115
9257,D0283,2026-01-13 13:00:00,Firmware Crash,Minor,188
9258,D0283,2026-02-01 06:00:00,Communication Failure,Minor,62
9259,D0283,2026-02-01 13:00:00,Communication Failure,Minor,147
9260,D0283,2026-02-04 16:00:00,Firmware Crash,Minor,178
9261,D0283,2026-02-05 12:00:00,Communication Failure,Minor,87
9262,D0283,2026-02-06 23:00:00,Communication Failure,Minor,133
9263,D0283,2026-02-15 15:00:00,Firmware Crash,Minor,177
9264,D0283,2026-02-18 13:00:00,Communication Failure,Minor,27
9265,D0283,2026-02-23 06:00:00,Communication Failure,Minor,113
9266,D0283,2026-02-23 08:00:00,Communication Failure,Minor,108
9267,D0283,2026-03-02 12:00:00,Communication Failure,Minor,56
9268,D0283,2026-03-08 09:00:00,Communication Failure,Minor,63
9269,D0283,2026-03-08 14:00:00,Firmware Crash,Minor,117
9270,D0283,2026-03-16 12:00:00,Communication Failure,Minor,214
9271,D0283,2026-03-19 15:00:00,Firmware Crash,Minor,37
9272,D0283,2026-03-20 12:00:00,Communication Failure,Minor,37
9273,D0283,2026-03-25 16:00:00,Firmware Crash,Minor,150
9274,D0283,2026-03-26 16:00:00,Communication Failure,Minor,37
9275,D0283,2026-03-26 17:00:00,Firmware Crash,Minor,100
9276,D0283,2026-03-30 03:00:00,Communication Failure,Minor,218
9277,D0283,2026-03-31 13:00:00,Communication Failure,Minor,233
9278,D0284,2026-01-01 17:00:00,Communication Failure,Minor,89
9279,D0284,2026-01-03 16:00:00,Firmware Crash,Minor,166
9280,D0284,2026-01-05 17:00:00,Firmware Crash,Minor,52
9281,D0284,2026-01-06 12:00:00,Communication Failure,Minor,167
9282,D0284,2026-01-08 13:00:00,Firmware Crash,Minor,104
9283,D0284,2026-01-08 20:00:00,Communication Failure,Minor,30
9284,D0284,2026-01-09 16:00:00,Firmware Crash,Minor,58
9285,D0284,2026-01-10 16:00:00,Firmware Crash,Minor,97
9286,D0284,2026-01-11 05:00:00,Communication Failure,Minor,147
9287,D0284,2026-01-11 09:00:00,Communication Failure,Minor,103
9288,D0284,2026-01-11 12:00:00,Firmware Crash,Minor,193
9289,D0284,2026-01-17 13:00:00,Firmware Crash,Minor,15
9290,D0284,2026-01-18 11:00:00,Communication Failure,Minor,68
9291,D0284,2026-01-18 14:00:00,Firmware Crash,Minor,33
9292,D0284,2026-01-21 02:00:00,Communication Failure,Minor,70
9293,D0284,2026-01-21 14:00:00,Firmware Crash,Minor,112
9294,D0284,2026-01-23 12:00:00,Firmware Crash,Minor,63
9295,D0284,2026-01-24 15:00:00,Firmware Crash,Minor,193
9296,D0284,2026-01-25 14:00:00,Communication Failure,Minor,133
9297,D0284,2026-01-25 15:00:00,Firmware Crash,Minor,109
9298,D0284,2026-01-25 20:00:00,Communication Failure,Minor,68
9299,D0284,2026-01-26 23:00:00,Communication Failure,Minor,120
9300,D0284,2026-01-29 23:00:00,Communication Failure,Minor,94
9301,D0284,2026-01-30 13:00:00,Communication Failure,Minor,115
9302,D0284,2026-02-09 14:00:00,Communication Failure,Minor,55
9303,D0284,2026-02-12 13:00:00,Communication Failure,Minor,234
9304,D0284,2026-02-16 04:00:00,Communication Failure,Minor,193
9305,D0284,2026-02-18 15:00:00,Communication Failure,Minor,38
9306,D0284,2026-02-25 12:00:00,Firmware Crash,Minor,89
9307,D0284,2026-03-01 10:00:00,Communication Failure,Minor,126
9308,D0284,2026-03-08 16:00:00,Firmware Crash,Minor,188
9309,D0284,2026-03-11 15:00:00,Firmware Crash,Minor,224
9310,D0284,2026-03-21 06:00:00,Communication Failure,Minor,77
9311,D0284,2026-03-26 10:00:00,Communication Failure,Minor,64
9312,D0284,2026-03-27 16:00:00,Firmware Crash,Minor,147
9313,D0284,2026-03-28 19:00:00,Communication Failure,Minor,141
9314,D0284,2026-03-31 12:00:00,Firmware Crash,Minor,226
9315,D0285,2026-01-02 09:00:00,Communication Failure,Minor,239
9316,D0285,2026-01-02 16:00:00,Firmware Crash,Minor,23
9317,D0285,2026-01-04 17:00:00,Communication Failure,Minor,166
9318,D0285,2026-01-10 01:00:00,Communication Failure,Minor,106
9319,D0285,2026-01-11 12:00:00,Firmware Crash,Minor,205
9320,D0285,2026-01-14 19:00:00,Communication Failure,Minor,124
9321,D0285,2026-01-19 12:00:00,Firmware Crash,Minor,187
9322,D0285,2026-01-20 09:00:00,Communication Failure,Minor,68
9323,D0285,2026-01-20 16:00:00,Firmware Crash,Minor,106
9324,D0285,2026-01-25 09:00:00,Communication Failure,Minor,18
9325,D0285,2026-01-25 12:00:00,Firmware Crash,Minor,209
9326,D0285,2026-01-27 18:00:00,Communication Failure,Minor,146
9327,D0285,2026-01-28 16:00:00,Firmware Crash,Minor,173
9328,D0285,2026-01-29 01:00:00,Communication Failure,Minor,160
9329,D0285,2026-01-29 12:00:00,Communication Failure,Minor,61
9330,D0285,2026-01-31 12:00:00,Firmware Crash,Minor,209
9331,D0285,2026-01-31 19:00:00,Communication Failure,Minor,50
9332,D0285,2026-02-02 10:00:00,Communication Failure,Minor,38
9333,D0285,2026-02-03 13:00:00,Firmware Crash,Minor,204
9334,D0285,2026-02-03 17:00:00,Communication Failure,Minor,89
9335,D0285,2026-02-16 09:00:00,Communication Failure,Minor,11
9336,D0285,2026-02-16 12:00:00,Firmware Crash,Minor,147
9337,D0285,2026-02-18 14:00:00,Firmware Crash,Minor,73
9338,D0285,2026-02-20 09:00:00,Communication Failure,Minor,131
9339,D0285,2026-02-21 04:00:00,Communication Failure,Minor,177
9340,D0285,2026-02-25 06:00:00,Communication Failure,Minor,52
9341,D0285,2026-03-05 15:00:00,Firmware Crash,Minor,187
9342,D0285,2026-03-05 21:00:00,Communication Failure,Minor,171
9343,D0285,2026-03-07 22:00:00,Communication Failure,Minor,50
9344,D0285,2026-03-08 22:00:00,Communication Failure,Minor,43
9345,D0285,2026-03-11 18:00:00,Communication Failure,Minor,126
9346,D0285,2026-03-13 16:00:00,Firmware Crash,Minor,148
9347,D0285,2026-03-14 18:00:00,Communication Failure,Minor,63
9348,D0285,2026-03-15 14:00:00,Firmware Crash,Minor,203
9349,D0285,2026-03-19 14:00:00,Firmware Crash,Minor,159
9350,D0285,2026-03-27 09:00:00,Communication Failure,Minor,184
9351,D0286,2026-01-06 14:00:00,Communication Failure,Minor,218
9352,D0286,2026-01-06 21:00:00,Communication Failure,Minor,141
9353,D0286,2026-01-08 01:00:00,Communication Failure,Minor,89
9354,D0286,2026-01-20 15:00:00,Firmware Crash,Minor,161
9355,D0286,2026-01-23 13:00:00,Communication Failure,Minor,211
9356,D0286,2026-01-26 05:00:00,Communication Failure,Minor,105
9357,D0286,2026-01-26 15:00:00,Firmware Crash,Minor,181
9358,D0286,2026-01-27 06:00:00,Communication Failure,Minor,52
9359,D0286,2026-01-28 12:00:00,Firmware Crash,Minor,231
9360,D0286,2026-01-29 16:00:00,Firmware Crash,Minor,59
9361,D0286,2026-01-31 02:00:00,Communication Failure,Minor,203
9362,D0286,2026-02-01 13:00:00,Firmware Crash,Minor,170
9363,D0286,2026-02-05 14:00:00,Communication Failure,Minor,46
9364,D0286,2026-02-08 03:00:00,Communication Failure,Minor,186
9365,D0286,2026-02-10 09:00:00,Communication Failure,Minor,97
9366,D0286,2026-02-13 17:00:00,Communication Failure,Minor,50
9367,D0286,2026-02-14 09:00:00,Communication Failure,Minor,107
9368,D0286,2026-02-18 18:00:00,Communication Failure,Minor,228
9369,D0286,2026-02-23 12:00:00,Communication Failure,Minor,116
9370,D0286,2026-02-25 17:00:00,Firmware Crash,Minor,146
9371,D0286,2026-02-27 15:00:00,Firmware Crash,Minor,217
9372,D0286,2026-03-04 13:00:00,Firmware Crash,Minor,187
9373,D0286,2026-03-05 12:00:00,Firmware Crash,Minor,111
9374,D0286,2026-03-06 04:00:00,Communication Failure,Minor,239
9375,D0286,2026-03-10 15:00:00,Communication Failure,Minor,230
9376,D0286,2026-03-12 14:00:00,Communication Failure,Minor,98
9377,D0286,2026-03-12 16:00:00,Firmware Crash,Minor,90
9378,D0286,2026-03-14 13:00:00,Firmware Crash,Minor,209
9379,D0286,2026-03-15 09:00:00,Communication Failure,Minor,104
9380,D0286,2026-03-15 11:00:00,Communication Failure,Minor,174
9381,D0286,2026-03-15 17:00:00,Firmware Crash,Minor,231
9382,D0286,2026-03-16 12:00:00,Firmware Crash,Minor,111
9383,D0286,2026-03-18 12:00:00,Communication Failure,Minor,73
9384,D0286,2026-03-21 12:00:00,Firmware Crash,Minor,93
9385,D0286,2026-03-21 17:00:00,Firmware Crash,Minor,109
9386,D0286,2026-03-22 13:00:00,Communication Failure,Minor,31
9387,D0286,2026-03-24 12:00:00,Firmware Crash,Minor,197
9388,D0286,2026-03-30 12:00:00,Communication Failure,Minor,93
9389,D0286,2026-03-30 16:00:00,Communication Failure,Minor,197
9390,D0287,2026-01-04 12:00:00,Firmware Crash,Minor,173
9391,D0287,2026-01-07 02:00:00,Communication Failure,Minor,15
9392,D0287,2026-01-07 11:00:00,Communication Failure,Minor,224
9393,D0287,2026-01-09 03:00:00,Communication Failure,Minor,125
9394,D0287,2026-01-09 12:00:00,Firmware Crash,Minor,32
9395,D0287,2026-01-09 16:00:00,Firmware Crash,Minor,210
9396,D0287,2026-01-10 16:00:00,Firmware Crash,Minor,53
9397,D0287,2026-01-11 14:00:00,Firmware Crash,Minor,51
9398,D0287,2026-01-18 12:00:00,Communication Failure,Minor,76
9399,D0287,2026-01-20 17:00:00,Firmware Crash,Minor,30
9400,D0287,2026-01-20 21:00:00,Communication Failure,Minor,172
9401,D0287,2026-01-23 16:00:00,Communication Failure,Minor,35
9402,D0287,2026-01-24 16:00:00,Communication Failure,Minor,172
9403,D0287,2026-01-30 21:00:00,Communication Failure,Minor,62
9404,D0287,2026-02-03 08:00:00,Communication Failure,Minor,215
9405,D0287,2026-02-06 12:00:00,Communication Failure,Minor,156
9406,D0287,2026-02-06 15:00:00,Firmware Crash,Minor,15
9407,D0287,2026-02-09 23:00:00,Communication Failure,Minor,99
9408,D0287,2026-02-11 15:00:00,Firmware Crash,Minor,121
9409,D0287,2026-02-16 17:00:00,Communication Failure,Minor,178
9410,D0287,2026-02-17 09:00:00,Communication Failure,Minor,19
9411,D0287,2026-02-18 11:00:00,Communication Failure,Minor,147
9412,D0287,2026-02-19 17:00:00,Communication Failure,Minor,114
9413,D0287,2026-02-19 22:00:00,Communication Failure,Minor,179
9414,D0287,2026-02-25 00:00:00,Communication Failure,Minor,165
9415,D0287,2026-03-05 15:00:00,Communication Failure,Minor,63
9416,D0287,2026-03-13 20:00:00,Communication Failure,Minor,115
9417,D0287,2026-03-14 16:00:00,Communication Failure,Minor,166
9418,D0287,2026-03-18 17:00:00,Communication Failure,Minor,20
9419,D0287,2026-03-26 12:00:00,Firmware Crash,Minor,179
9420,D0287,2026-03-26 14:00:00,Firmware Crash,Minor,219
9421,D0287,2026-03-28 21:00:00,Communication Failure,Minor,122
9422,D0288,2026-01-07 14:00:00,Communication Failure,Minor,14
9423,D0288,2026-01-09 09:00:00,Communication Failure,Minor,120
9424,D0288,2026-01-09 21:00:00,Communication Failure,Minor,136
9425,D0288,2026-01-11 01:00:00,Communication Failure,Minor,117
9426,D0288,2026-01-12 20:00:00,Communication Failure,Minor,137
9427,D0288,2026-01-13 01:00:00,Communication Failure,Minor,132
9428,D0288,2026-01-14 09:00:00,Communication Failure,Minor,192
9429,D0288,2026-01-16 13:00:00,Communication Failure,Minor,16
9430,D0288,2026-01-22 07:00:00,Communication Failure,Minor,118
9431,D0288,2026-01-23 16:00:00,Firmware Crash,Minor,220
9432,D0288,2026-01-27 06:00:00,Communication Failure,Minor,81
9433,D0288,2026-01-27 10:00:00,Communication Failure,Minor,172
9434,D0288,2026-01-28 02:00:00,Communication Failure,Minor,144
9435,D0288,2026-01-28 11:00:00,Communication Failure,Minor,105
9436,D0288,2026-01-30 18:00:00,Communication Failure,Minor,31
9437,D0288,2026-02-02 04:00:00,Communication Failure,Minor,186
9438,D0288,2026-02-04 13:00:00,Firmware Crash,Minor,210
9439,D0288,2026-02-08 14:00:00,Firmware Crash,Minor,38
9440,D0288,2026-02-08 17:00:00,Firmware Crash,Minor,184
9441,D0288,2026-03-10 17:00:00,Firmware Crash,Minor,119
9442,D0288,2026-03-11 16:00:00,Firmware Crash,Minor,210
9443,D0288,2026-03-11 18:00:00,Communication Failure,Minor,90
9444,D0288,2026-03-14 14:00:00,Communication Failure,Minor,159
9445,D0288,2026-03-16 00:00:00,Communication Failure,Minor,185
9446,D0288,2026-03-18 15:00:00,Firmware Crash,Minor,15
9447,D0288,2026-03-23 23:00:00,Communication Failure,Minor,62
9448,D0288,2026-03-27 07:00:00,Communication Failure,Minor,19
9449,D0288,2026-03-28 09:00:00,Communication Failure,Minor,201
9450,D0288,2026-03-28 15:00:00,Communication Failure,Minor,218
9451,D0289,2026-01-03 18:00:00,Communication Failure,Minor,176
9452,D0289,2026-01-12 14:00:00,Firmware Crash,Minor,37
9453,D0289,2026-01-18 03:00:00,Communication Failure,Minor,145
9454,D0289,2026-01-18 04:00:00,Communication Failure,Minor,188
9455,D0289,2026-01-19 12:00:00,Firmware Crash,Minor,45
9456,D0289,2026-01-20 11:00:00,Communication Failure,Minor,41
9457,D0289,2026-01-20 14:00:00,Firmware Crash,Minor,208
9458,D0289,2026-01-23 15:00:00,Firmware Crash,Minor,135
9459,D0289,2026-01-24 15:00:00,Firmware Crash,Minor,15
9460,D0289,2026-01-28 14:00:00,Firmware Crash,Minor,97
9461,D0289,2026-01-30 09:00:00,Communication Failure,Minor,37
9462,D0289,2026-02-06 09:00:00,Communication Failure,Minor,42
9463,D0289,2026-02-08 00:00:00,Communication Failure,Minor,236
9464,D0289,2026-02-08 10:00:00,Communication Failure,Minor,77
9465,D0289,2026-02-10 16:00:00,Firmware Crash,Minor,226
9466,D0289,2026-02-13 06:00:00,Communication Failure,Minor,171
9467,D0289,2026-02-15 21:00:00,Communication Failure,Minor,140
9468,D0289,2026-02-21 08:00:00,Communication Failure,Minor,240
9469,D0289,2026-02-22 13:00:00,Firmware Crash,Minor,235
9470,D0289,2026-02-23 16:00:00,Communication Failure,Minor,171
9471,D0289,2026-02-26 12:00:00,Firmware Crash,Minor,94
9472,D0289,2026-02-26 21:00:00,Communication Failure,Minor,166
9473,D0289,2026-03-04 17:00:00,Communication Failure,Minor,198
9474,D0289,2026-03-05 01:00:00,Communication Failure,Minor,237
9475,D0289,2026-03-05 13:00:00,Communication Failure,Minor,239
9476,D0289,2026-03-06 13:00:00,Firmware Crash,Minor,48
9477,D0289,2026-03-08 15:00:00,Communication Failure,Minor,215
9478,D0289,2026-03-13 06:00:00,Communication Failure,Minor,57
9479,D0289,2026-03-21 02:00:00,Communication Failure,Minor,85
9480,D0289,2026-03-21 08:00:00,Communication Failure,Minor,156
9481,D0289,2026-03-28 12:00:00,Communication Failure,Minor,54
9482,D0289,2026-03-29 12:00:00,Communication Failure,Minor,143
9483,D0289,2026-03-31 22:00:00,Communication Failure,Minor,91
9484,D0290,2026-01-02 08:00:00,Communication Failure,Minor,165
9485,D0290,2026-01-04 07:00:00,Communication Failure,Minor,174
9486,D0290,2026-01-08 18:00:00,Communication Failure,Minor,152
9487,D0290,2026-01-11 16:00:00,Communication Failure,Minor,62
9488,D0290,2026-01-12 21:00:00,Communication Failure,Minor,129
9489,D0290,2026-01-19 16:00:00,Communication Failure,Minor,89
9490,D0290,2026-01-20 15:00:00,Firmware Crash,Minor,155
9491,D0290,2026-01-28 14:00:00,Firmware Crash,Minor,174
9492,D0290,2026-01-31 21:00:00,Communication Failure,Minor,47
9493,D0290,2026-02-02 15:00:00,Firmware Crash,Minor,240
9494,D0290,2026-02-07 20:00:00,Communication Failure,Minor,174
9495,D0290,2026-02-16 20:00:00,Communication Failure,Minor,16
9496,D0290,2026-02-19 08:00:00,Communication Failure,Minor,136
9497,D0290,2026-02-19 12:00:00,Communication Failure,Minor,85
9498,D0290,2026-02-22 18:00:00,Communication Failure,Minor,94
9499,D0290,2026-02-23 23:00:00,Communication Failure,Minor,63
9500,D0290,2026-02-25 10:00:00,Communication Failure,Minor,235
9501,D0290,2026-02-28 20:00:00,Communication Failure,Minor,192
9502,D0290,2026-03-02 20:00:00,Communication Failure,Minor,216
9503,D0290,2026-03-03 07:00:00,Communication Failure,Minor,125
9504,D0290,2026-03-04 17:00:00,Communication Failure,Minor,162
9505,D0290,2026-03-05 05:00:00,Communication Failure,Minor,217
9506,D0290,2026-03-07 16:00:00,Firmware Crash,Minor,34
9507,D0290,2026-03-16 23:00:00,Communication Failure,Minor,210
9508,D0290,2026-03-19 05:00:00,Communication Failure,Minor,86
9509,D0290,2026-03-30 20:00:00,Communication Failure,Minor,128
9510,D0290,2026-03-31 13:00:00,Communication Failure,Minor,68
9511,D0291,2026-01-07 19:00:00,Communication Failure,Minor,158
9512,D0291,2026-01-16 06:00:00,Communication Failure,Minor,148
9513,D0291,2026-01-16 17:00:00,Communication Failure,Minor,238
9514,D0291,2026-01-19 12:00:00,Firmware Crash,Minor,200
9515,D0291,2026-01-28 07:00:00,Communication Failure,Minor,132
9516,D0291,2026-01-28 14:00:00,Communication Failure,Minor,24
9517,D0291,2026-01-28 16:00:00,Firmware Crash,Minor,92
9518,D0291,2026-02-01 09:00:00,Communication Failure,Minor,69
9519,D0291,2026-02-01 12:00:00,Firmware Crash,Minor,24
9520,D0291,2026-02-02 16:00:00,Firmware Crash,Minor,16
9521,D0291,2026-02-04 00:00:00,Communication Failure,Minor,229
9522,D0291,2026-02-04 07:00:00,Communication Failure,Minor,107
9523,D0291,2026-02-07 12:00:00,Firmware Crash,Minor,187
9524,D0291,2026-02-08 14:00:00,Firmware Crash,Minor,61
9525,D0291,2026-02-13 19:00:00,Communication Failure,Minor,68
9526,D0291,2026-02-24 05:00:00,Communication Failure,Minor,220
9527,D0291,2026-02-26 15:00:00,Firmware Crash,Minor,178
9528,D0291,2026-03-05 14:00:00,Firmware Crash,Minor,53
9529,D0291,2026-03-06 15:00:00,Firmware Crash,Minor,220
9530,D0291,2026-03-09 12:00:00,Firmware Crash,Minor,155
9531,D0291,2026-03-09 14:00:00,Firmware Crash,Minor,218
9532,D0291,2026-03-10 07:00:00,Communication Failure,Minor,170
9533,D0291,2026-03-12 19:00:00,Communication Failure,Minor,120
9534,D0291,2026-03-18 17:00:00,Communication Failure,Minor,230
9535,D0291,2026-03-26 17:00:00,Communication Failure,Minor,105
9536,D0292,2026-01-01 02:00:00,Communication Failure,Minor,48
9537,D0292,2026-01-05 14:00:00,Communication Failure,Minor,62
9538,D0292,2026-01-08 04:00:00,Communication Failure,Minor,116
9539,D0292,2026-01-10 16:00:00,Firmware Crash,Minor,233
9540,D0292,2026-01-10 17:00:00,Communication Failure,Minor,208
9541,D0292,2026-01-12 13:00:00,Firmware Crash,Minor,210
9542,D0292,2026-01-14 08:00:00,Communication Failure,Minor,29
9543,D0292,2026-01-14 13:00:00,Firmware Crash,Minor,178
9544,D0292,2026-01-18 06:00:00,Communication Failure,Minor,41
9545,D0292,2026-01-18 14:00:00,Communication Failure,Minor,21
9546,D0292,2026-01-21 09:00:00,Communication Failure,Minor,58
9547,D0292,2026-01-26 10:00:00,Communication Failure,Minor,82
9548,D0292,2026-01-26 15:00:00,Communication Failure,Minor,93
9549,D0292,2026-01-26 16:00:00,Communication Failure,Minor,196
9550,D0292,2026-01-31 18:00:00,Communication Failure,Minor,11
9551,D0292,2026-02-02 15:00:00,Firmware Crash,Minor,33
9552,D0292,2026-02-05 16:00:00,Firmware Crash,Minor,41
9553,D0292,2026-02-06 13:00:00,Communication Failure,Minor,132
9554,D0292,2026-02-09 13:00:00,Firmware Crash,Minor,54
9555,D0292,2026-02-11 18:00:00,Communication Failure,Minor,114
9556,D0292,2026-02-14 05:00:00,Communication Failure,Minor,101
9557,D0292,2026-02-17 14:00:00,Communication Failure,Minor,178
9558,D0292,2026-03-02 15:00:00,Firmware Crash,Minor,57
9559,D0292,2026-03-04 13:00:00,Communication Failure,Minor,62
9560,D0292,2026-03-05 09:00:00,Communication Failure,Minor,235
9561,D0292,2026-03-06 20:00:00,Communication Failure,Minor,41
9562,D0292,2026-03-07 12:00:00,Firmware Crash,Minor,180
9563,D0292,2026-03-10 02:00:00,Communication Failure,Minor,111
9564,D0292,2026-03-16 12:00:00,Communication Failure,Minor,164
9565,D0292,2026-03-17 13:00:00,Firmware Crash,Minor,239
9566,D0292,2026-03-20 12:00:00,Firmware Crash,Minor,197
9567,D0292,2026-03-22 23:00:00,Communication Failure,Minor,61
9568,D0292,2026-03-23 11:00:00,Communication Failure,Minor,218
9569,D0292,2026-03-29 02:00:00,Communication Failure,Minor,78
9570,D0292,2026-03-29 11:00:00,Communication Failure,Minor,26
9571,D0292,2026-03-29 17:00:00,Firmware Crash,Minor,39
9572,D0292,2026-03-30 15:00:00,Firmware Crash,Minor,72
9573,D0292,2026-03-31 20:00:00,Communication Failure,Minor,56
9574,D0293,2026-01-03 13:00:00,Firmware Crash,Minor,142
9575,D0293,2026-01-09 15:00:00,Firmware Crash,Minor,138
9576,D0293,2026-01-12 17:00:00,Firmware Crash,Minor,141
9577,D0293,2026-01-14 23:00:00,Communication Failure,Minor,35
9578,D0293,2026-01-15 13:00:00,Firmware Crash,Minor,125
